date,open,close,high,low,volume,left_sum,right_sum
2018-03-23,11.875,11.588,11.935,11.519,571063.0,1,1
2018-03-26,11.588,11.489,11.628,11.38,364250.0,1,1
2018-03-27,11.578,11.499,11.648,11.44,273328.0,1,1
2018-03-28,11.41,11.45,11.628,11.4,229112.0,1,1
2018-03-29,11.45,11.499,11.588,11.331,331088.0,1,1
2018-03-30,11.509,11.529,11.568,11.489,232719.0,1,1
2018-04-02,11.559,11.588,11.697,11.529,277195.0,1,1
2018-04-03,11.539,11.44,11.549,11.42,183035.0,1,1
2018-04-04,11.489,11.41,11.529,11.41,196375.0,1,1
2018-04-09,11.41,11.38,11.47,11.371,167224.0,1,1
2018-04-10,11.4,11.648,11.667,11.39,287482.0,1,1
2018-04-11,11.667,11.786,11.895,11.628,312985.0,1,1
2018-04-12,11.786,11.658,11.836,11.638,188242.0,1,1
2018-04-13,11.707,11.568,11.766,11.568,140948.0,1,1
2018-04-16,11.677,11.43,11.677,11.42,237200.0,1,1
2018-04-17,11.44,11.43,11.578,11.43,254699.0,1,1
2018-04-18,11.628,11.608,11.667,11.539,262952.0,1,1
2018-04-19,11.677,11.677,11.766,11.638,165532.0,1,1
2018-04-20,11.618,11.489,11.667,11.45,183774.0,1,1
2018-04-23,11.44,11.479,11.628,11.41,181816.0,1,1
2018-04-24,11.44,11.658,11.658,11.44,230328.0,1,1
2018-04-25,11.588,11.539,11.648,11.529,160826.0,1,1
2018-04-26,11.608,11.45,11.658,11.43,182057.0,1,1
2018-04-27,11.46,11.489,11.549,11.43,234507.0,1,1
2018-05-02,11.212,10.915,11.212,10.856,693256.0,1,1
2018-05-03,10.876,10.806,10.896,10.717,346655.0,1,1
2018-05-04,10.797,10.717,10.826,10.688,222530.0,1,1
2018-05-07,10.708,10.727,10.777,10.648,274253.0,1,1
2018-05-08,10.727,10.836,10.856,10.698,287964.0,1,1
2018-05-09,10.836,10.816,10.886,10.777,185106.0,1,1
2018-05-10,10.866,10.836,10.886,10.797,160305.0,1,1
2018-05-11,10.886,10.836,10.896,10.826,220151.0,1,1
2018-05-14,10.856,10.886,10.935,10.846,237633.0,1,1
2018-05-15,10.915,10.876,10.935,10.767,235484.0,1,1
2018-05-16,10.816,10.757,10.846,10.747,235803.0,1,1
2018-05-17,10.747,10.717,10.797,10.698,184746.0,1,1
2018-05-18,10.737,10.787,10.787,10.698,217171.0,1,1
2018-05-21,10.866,10.826,10.866,10.787,233937.0,1,1
2018-05-22,10.826,10.767,10.836,10.737,160145.0,1,1
2018-05-23,10.767,10.688,10.777,10.678,211944.0,1,1
2018-05-24,10.717,10.678,10.727,10.648,152295.0,1,1
2018-05-25,10.717,10.599,10.717,10.569,190162.0,1,1
2018-05-28,10.599,10.648,10.678,10.5,183703.0,1,1
2018-05-29,10.589,10.529,10.628,10.5,169339.0,1,1
2018-05-30,10.45,10.331,10.49,10.282,322307.0,1,1
2018-05-31,10.351,10.44,10.579,10.351,455326.0,1,1
2018-06-01,10.49,10.569,10.579,10.421,183655.0,1,1
2018-06-04,10.648,10.638,10.717,10.589,161803.0,1,1
2018-06-05,10.599,10.549,10.638,10.5,186926.0,1,1
2018-06-06,10.529,10.44,10.529,10.421,149836.0,1,1
2018-06-07,10.45,10.51,10.549,10.401,233556.0,1,1
2018-06-08,10.44,10.312,10.46,10.262,271819.0,1,1
2018-06-11,10.272,10.312,10.322,10.173,180042.0,1,1
2018-06-12,10.302,10.242,10.302,10.193,160856.0,1,1
2018-06-13,10.193,10.104,10.223,10.074,199615.0,1,1
2018-06-14,10.054,10.114,10.153,10.054,175575.0,1,1
2018-06-15,10.114,10.193,10.233,10.084,199149.0,1,1
2018-06-19,10.124,9.817,10.134,9.708,429884.0,1,1
2018-06-20,9.817,9.787,9.876,9.767,189157.0,1,1
2018-06-21,9.777,9.728,9.876,9.649,236369.0,1,1
2018-06-22,9.728,9.659,9.728,9.569,250400.0,1,1
2018-06-25,9.668,9.461,9.718,9.451,242443.0,1,1
2018-06-26,9.5,9.381,9.5,9.253,244240.0,1,1
2018-06-27,9.312,9.273,9.431,9.263,249137.0,1,1
2018-06-28,9.233,9.401,9.51,9.223,307413.0,1,1
2018-06-29,9.461,9.461,9.5,9.352,194935.0,1,1
2018-07-02,9.451,9.193,9.451,9.134,226690.0,1,1
2018-07-03,9.193,9.253,9.282,9.104,241235.0,1,1
2018-07-04,9.243,9.213,9.322,9.184,144647.0,1,1
2018-07-05,9.164,9.164,9.253,9.124,164954.0,1,1
2018-07-06,9.213,9.273,9.332,9.075,225944.0,1,1
2018-07-09,9.273,9.5,9.53,9.273,221725.0,1,1
2018-07-10,9.51,9.471,9.55,9.401,124028.0,1,1
2018-07-11,9.273,9.282,9.342,9.223,152039.0,1,1
2018-07-12,9.312,9.471,9.51,9.292,197048.0,1,1
2018-07-13,9.57,9.49,9.58,9.46,150263.0,1,1
2018-07-16,9.5,9.41,9.54,9.34,144141.0,1,1
2018-07-17,9.41,9.44,9.48,9.38,137134.0,1,1
2018-07-18,9.51,9.51,9.64,9.48,189227.0,1,1
2018-07-19,9.6,9.56,9.62,9.53,183604.0,1,1
2018-07-20,9.56,9.87,9.95,9.47,332756.0,1,1
2018-07-23,9.91,9.96,10.03,9.74,314844.0,1,1
2018-07-24,9.98,10.02,10.14,9.97,364245.0,1,1
2018-07-25,10.12,10.02,10.12,9.96,158899.0,1,1
2018-07-26,10.07,9.96,10.08,9.95,152063.0,1,1
2018-07-27,9.96,9.99,10.04,9.93,121200.0,1,1
2018-07-30,9.99,10.13,10.16,9.97,200963.0,1,1
2018-07-31,10.12,10.17,10.2,10.0,182030.0,1,1
2018-08-01,10.26,9.91,10.27,9.9,207418.0,1,1
